CountryName,ArrID,ArrType,ApprovalDate,InitialEndDate,RevisedEndDate,IniPgmYr,BoardActDate,ReviewType,ReviewSequence,EconDescrpt,Descpt,CondtOriginTxt,SPC_PA_SB,CondtSource,CondtSourceTxt,LeadInst,TestDate,Status,Comments
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"1.8. Budget preparation (e.g., submission or approval)",Ministry of Finance to issue 8-year bond to capitalize the central bank to cover the cost of Kabul Bank?s resolution ($825 million) and obtain parliamentary approval for a budget appropriation to service the bond.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Finalize an 18-month business plan for the bridge bank.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Issue detailed public statement about the events leading to the collapse of Kabul Bank and the actions taken and to be taken to deal with the crisis.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Finalize legally binding agreements with cooperating Kabul Bank shareholders for the repayment of the full amounts attributed to them as of date. Agreements should identify collaterals, including real estate title deeds or physical assets??and cash repayments.",Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,Status of implementation at the time of Board consideration was incomplete but there was sufficient progress in implementation.
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Formulate and announce strategy to enforce Afghan laws in relation to any financial crimes committed at Kabul Bank. The strategy will include steps and a timetable as well as documentation on the roles, powers, qualifications, and independence of the prosecution team.",Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Complete inception report for audits of Kabul Bank and Azizi Bank.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","The central bank will issue an enforcement letter for Azizi Bank (in consultation with Fund staff) based on a recent onsite examination listing key actions to be undertaken, a timetable, and penalties and sanctions for non-compliance.",Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",The central bank will issue supervisory orders to selected banks with timetables for compliance and sanctions for failure to comply with key corrective actions previously recommended.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",The central bank will enforce in full conflict-of-interest regulations and circulars in the banking sector by removing shareholders from serving as Chairman and CEO of the bank they own.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,6.2. Restructuring and privatization of financial institutions,Kabul Bank will be put under receivership and its banking license revoked. All shareholder ownership and related rights and interests will be extinguished. The receiver will split assets and liabilities into a good bank (bridge bank) and the remaining Kabul Bank estate.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Submit to Parliament the amended or new banking law, prepared in consultation with the Fund that will strengthen provisions on corporate governance, capital, large exposures, related parties, consolidated supervision, early intervention, enforcement, and bank resolution, where appropriate in line with the Basel Core Principles. Specifically, the law should enable us to enforce upon a bank - going concern - all necessary resolution measures and strengthen corporate governance requirements for banks (including fit and proper requirements as set by the FATF standards).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2012,SB,"Introduced at R0, SB for the second review (R2). Rationale: Promote financial sector stability by strengthening independence of bank regulators, reducing risks from bank lending, and ensuring swift processes for bank resolution. At R1, Draft law is being finalized by DAB and needs to be sent to the ministry of justice next."
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Strengthen our AML/CFT regime by implementing an action plan based on the recommendations of the February 2011 assessment by: (i) submitting amendments to the AML/CFT law to parliament as necessary; (ii) increasing the capacity of FinTRACA, including by hiring additional staff as needed; (iii) expanding MSP registration and implementation of reporting to MSPs in areas currently inaccessible or security reasons if and when the security situation allows; and (iv) enforcing MSP reporting by dedicated software in all reporting areas where it is technically and logistically feasible.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2012,SB,"Introduced at R0, SB for the second review (R2). Rationale: Promote financial sector stability and integrity and strengthen AML/CFT framework"
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,6.2. Restructuring and privatization of financial institutions,Reduce number of branches at bridge bank (New Kabul Bank) by 20 according to the updated business plan.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2012,M,"Introduced at R0, SB for the first review (R1). Rationale: Minimize fiscal costs. At R1, completed. 25 branches have been closed as of end-January 2012."
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,6.2. Restructuring and privatization of financial institutions,"The bridge bank (New Kabul Bank) will be offered for sale in a transparent way, involving a pre-qualification process to ensure that controlling shareholders, beneficial owners, directors and management of intending bidders are fit and proper (which implies, inter alia, that an intending bidder is subject to a high standard of corporate governance, including risk management and internal controls, and that an intending bidder is in a sound financial and risk management state), and that the intending bidder controls adequate resources and has the necessary capacity and capability to ensure the ongoing provision of the relevant salary payments services. There will be a request for expressions of interest locally and internationally for the sale of the bridge bank. Interested parties will be given four weeks to respond with intention to participate in the bid. Once the central bank has vetted potential buyers, the ministry of finance will give them a deadline for sealed bids (MEFP paragraph 25).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,MOD,"Introduced at R0. At R1, Delayed from end-June 2012 because it took longer than expected to appoint a privatization advisor. The advisor is now in place."
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,6.2. Restructuring and privatization of financial institutions,"The bridge bank (New Kabul Bank) will be offered for sale in a transparent way, involving a pre-qualification process to ensure that controlling shareholders, beneficial owners, directors and management of intending bidders are fit and proper (which implies, inter alia, that an intending bidder is subject to a high standard of corporate governance, including risk management and internal controls, and that an intending bidder is in a sound financial and risk management state), and that the intending bidder controls adequate resources and has the necessary capacity and capability to ensure the ongoing provision of the relevant salary payments services. There will be a request for expressions of interest locally and internationally for the sale of the bridge bank. Interested parties will be given four weeks to respond with intention to participate in the bid. Once the central bank has vetted potential buyers, the ministry of finance will give them a deadline for sealed bids (MEFP paragraph 25).",,SB,,,,09/30/2012,SB,"At R1, new test date."
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,6.2. Restructuring and privatization of financial institutions,"The economic committee of the cabinet will approve the privatization plan for New Kabul Bank prepared by the privatization advisor in consultation with Fund staff. The plan includes clear criteria for bidders, precise determination of what is being sold, the procedures for sale, and public communication strategy (MEFP paragraph 25).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,08/31/2012,SB,Introduced at R1. Rationale: Advance Kabul Bank resolution.
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","The Supreme Council of Da Afghanistan Bank to approve strategies for banks that fall short of the minimum paid-up capital to be merged or closed, with the process starting no later than December 2012 (MEFP paragraph 23).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2012,SB,Introduced at R1. Rationale: Financial stability.
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"1.1. Revenue measures, excluding trade policy","Following the approval by the cabinet submit draft law on VAT to the parliament. The draft legislation will be prepared in consultation with Fund staff, limit exemptions, and require that new exemptions be introduced only through parliamentary approval in the VAT law (MEFP paragraph 34).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,SB,"Introduced at R1 for R3. Rationale: Fiscal sustainability, revenue mobilization."
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"1.2. Revenue administration, including customs",The Afghanistan Revenue Department within the ministry of finance to identify taxpayers in the medium taxpayer office and the small taxpayer office whose turnover exceeds the large taxpayer office threshold and revisit the thresholds for the large taxpayer office and the medium taxpayer office with a view to having an efficient allocation of taxpayers across the three offices. The findings and actions to be summarized in a report (MEFP paragraph 35).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,SB,Introduced at R1 for R3. Rationale: VAT implementation; tax administration and revenue collection
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Submit to the ministry of justice (?Taqnin?) legislation bringing state-owned corporations under effective monitoring and oversight of the ministry of finance, including financial reporting to the ministry of finance and ministry of finance approving financial plans on an annual basis. The draft legislation will be prepared in consultation with Fund staff (MEFP paragraph 40).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,SB,"Introduced at R1 for R3. Rationale: Corporate governance; transparency; sound public financial management, fiscal sustainability (by reducing fiscal risks)"
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,2.1. Central bank operations and reforms,Approval by the Supreme Council of Da Afghanistan Bank of the new organizational structure of the Financial Supervision Department developed in consultation with Fund staff (MEFP paragraph 22).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,SB,Introduced at R1 for R3. Rationale: Strengthening supervision; Financial soundness
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"1.1. Revenue measures, excluding trade policy",Submit VAT law?consistent with IMF advice?aimed at raising the revenue to GDP ratio to the Ministry of Justice (?Taqnin?) for review with a view to submitting it to parliament by end-December 2012.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2011,M,"Introduced at R0, SB for the first review (R1). Rationale: Support fiscal sustainability"
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"1.2. Revenue administration, including customs","Roll out to at least two additional Border Crossing Points the new Border Management Model piloted at Hairatan Border Crossing Point. The model is based on a ?twoagency? approach which restricts border presence to the Afghan Border Police and the Afghan Customs Department. Under this model, the ABP will continue to fulfill immigration and security responsibilities, with ACD fulfilling all other commercial and trade-related duties.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2012,M,"Introduced at R0, SB for the first review (R1).  Rationale: Improve efficiency and lower corruption. At R1, completed in April 2012."
"AFGHANISTAN,ISLAMIC REPUBLIC OF",675,ECF,11/14/2011,11/13/2014,          ,2011,06/29/2012,R1,L   ,"1.6. Expenditure auditing, accounting, and financial controls",Submit to the Ministry of Justice (?Taqnin?) legislation bringing public enterprises under effective monitoring and oversight of the Ministry of Finance.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2012,SB,"Introduced at R0, SB for the first review (R1). Rationale: Support fiscal sustainability and macroeconomic stability by enhancing controls and reducing fiscal risks. At R1, Draft amendments to the state-owned enterprise law have been shared with staff, and we will incorporate comments received. State-owned corporations will be addressed later this year (see new end-December 2012 structural benchmark)."
